term,lang,count,files,examples
Ah,en,10,Roby_VoluntaryTeachers.eng.mtf;Skurk_SodaStorageBreakIn.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;Typer2_StrangeExplosion.eng.mtf;Wallenstam_Arrival.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf;WellspringRepresentant_TryFindLodge.eng.mtf;Yulian_AfterStalking.eng.mtf,"Ah! | Ah... | Ah, good thinking!"
brukar,sv,10,Roby_VoluntaryTeachers.eng.mtf;Siri4.eng.mtf;TouristOfficeGal_AfterStalking.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf;Yulian_Ghosts.eng.mtf,"Nej, men det brukar jag inte göra | Det brukar handla om känslor oftast... | Jag och de andra här på kontoret brukar gå ut och spionera på honom när vi har r"
business,en,10,Receptionist_LookForModifier.eng.mtf;Typer1_Arrival.eng.mtf;Typer4_CasinoNightIsOver.eng.mtf;Typer5_TheRedBag.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf;Yulian_AfterStalking.eng.mtf;Yulian_InvestigateMayor.eng.mtf,Only persons with legitimate business are allowed on our premises | I've got important business to attend to | State your business
CorridorLevel,sv,10,SetupElevators.eng.mtf,Ministry_CorridorLevel1_MinistryElevatorDoor_1 | Ministry_CorridorLevel2a_MinistryElevatorDoor_1 | Ministry_CorridorLevel1_MinistryElevatorDoor_2
CorridorLevel,en,10,SetupElevators.eng.mtf,Ministry_CorridorLevel1_MinistryElevatorDoor_1 | Ministry_CorridorLevel2a_MinistryElevatorDoor_1 | Ministry_CorridorLevel1_MinistryElevatorDoor_2
förresten,sv,10,Roby_ClubDotGig1.eng.mtf;Roby_ClubDotMorning.eng.mtf;Sebastian_Backdrunk.eng.mtf;Sebastian_CrazyParty.eng.mtf;SecretTalkAtTopFloor.eng.mtf;TalkAboutClubDotGig1.eng.mtf;TouristOfficeGal_Arrival.eng.mtf;Typer1_TryFindLodge.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf;Yulian_AfterStalking.eng.mtf,"Jag kanske kan hjälpa dig förresten | Jag kanske kan hjälpa dig förresten | Eller vänta, förresten"
hans,sv,10,Yulian_Downtime.eng.mtf;Yulian_InvestigateMayor.eng.mtf,Din uppgift är att undersöka hans dagliga rutiner närmare | Vi är extra intresserade av hans kärleksliv | Var ligger hans hus mer exakt?
hard,en,10,Roby_TheRedBag.eng.mtf;TouristOfficeGal_Arrival.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;TouristOfficeGal_WellspringContact.eng.mtf;Wallenstam_AfterGhostVisit.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf;Yulian_Downtime.eng.mtf;Yulian_InvestigateMayor.eng.mtf,"It wasn't too hard | How hard can it be | Maybe by the harbor, they work really hard there so I guess they'd be thirsty"
Heh,en,10,Receptionist_CanSellSoda.eng.mtf;Roby_VoluntaryTeachers.eng.mtf;Sebastian_CrazyParty.eng.mtf;Siri4.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;Wallenstam_Arrival.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf,"Heh | Heh, OK... I ain't got time for that many! | Heh, he's a bit wasted"
information,sv,10,Receptionist_LookForModifier.eng.mtf;Receptionist_StrangeExplosion.eng.mtf;TouristOfficeGal_AfterStalking.eng.mtf;Typer1_TryFindLodge.eng.mtf;Yulian_Downtime.eng.mtf;Yulian_InvestigateMayor.eng.mtf;Yulian_YouAreMemberNow.eng.mtf,All information finns på vår hemsida | Vi kan inte lämna ut någon information i ärendet | Jag skulle vilja ha mer information om det här 'datorministeriet'
keep,en,10,Roby_VoluntaryTeachers.eng.mtf;ShitUrbanSays.eng.mtf;TeachLoops.eng.mtf;TouristOfficeGal_Arrival.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf;WellspringRepresentant_TryFindLodge.eng.mtf;Yulian_AfterStalking.eng.mtf,"Oh well, it's good to keep in mind anyways | Won't you keep an old man company? | You keep it, should give you an idea of what you can do with loops"
least,en,10,TeachLoops.eng.mtf;Typer1_GamblingTonight.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf;Yulian_Downtime.eng.mtf;Yulian_Ghosts.eng.mtf;Yulian_InvestigateMayor.eng.mtf,"They've probably improved their security by now, at least I hope so | Or well... at least until the computer shuts down | Already won at least 20000 tonight"
little,en,10,Receptionist_LookForModifier.eng.mtf;Roby_VoluntaryTeachers.eng.mtf;Siri2.eng.mtf;TouristOfficeGal_Arrival.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf;WellspringRepresentant_TryFindLodge.eng.mtf;Yulian_AfterStalking.eng.mtf;Yulian_YouAreMemberNow.eng.mtf,It's a little cold in here | Yeah it's a little dumb | A little tired
låter,sv,10,SebastianInspectsFuseboxes.eng.mtf;Sebastian_CrazyParty.eng.mtf;Siri4.eng.mtf;TeachLoops.eng.mtf;TouristOfficeGal_Arrival.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf,Den låter konstigt | Det låter inte jättecoolt | det låter konstigt när du beskriver det
maybe,en,10,Roby_Arrival.eng.mtf;Sebastian_CrazyParty.eng.mtf;Siri4.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf;WellspringRepresentant_TryFindLodge.eng.mtf;Yulian_AfterStalking.eng.mtf;Yulian_InvestigateMayor.eng.mtf,"Gotta work, maybe chat later? | Seems a bit dangerous maybe | Yes, maybe later"
mest,sv,10,Roby_TryFindLodge.eng.mtf;Siri4.eng.mtf;Siri5.eng.mtf;TeachLoops.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;TouristOfficeGal_WellspringContact.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf;WellspringRepresentant_TryFindLodge.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf,Går mest runt | Är mest på hotellrummet | Njae... jag var mest sugen att prata med dig
Ministeriet,sv,10,Roby_TheRedBag.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;TouristOfficeGal_WellspringContact.eng.mtf;Typer5.eng.mtf;Yulian_AfterStalking.eng.mtf;Yulian_Ghosts.eng.mtf;Yulian_HackerTrial1.eng.mtf,"Ministeriet | Kanske titta på Ministeriet, det är ju rätt häftigt | Sen genom Burrows mot Ministeriet och så svänger du höger"
old,en,10,Sebastian_CrazyParty.eng.mtf;ShitUrbanSays.eng.mtf;Urban_Arrival.eng.mtf;Urban_CanSellSoda.eng.mtf;Urban_TryFindLodge.eng.mtf;Yulian_InvestigateMayor.eng.mtf,"How old do you think Felix is? | We were just discussing how old Felix is | Felix, how old are you?! Felix,"
Pixie,sv,10,Roby_TryFindLodge.eng.mtf;Sebastian_ClubDotGig1.eng.mtf;Sebastian_CrazyParty.eng.mtf;TouristOfficeGal_AfterStalking.eng.mtf;WellspringRepresentant_TryFindLodge.eng.mtf;Yulian_AfterStalking.eng.mtf;Yulian_Downtime.eng.mtf;Yulian_Ghosts.eng.mtf,Känner du någon som heter Pixie? | Pixie? | Pixie?!
Please,en,10,Receptionist_CanSellSoda.eng.mtf;Receptionist_StrangeExplosion.eng.mtf;Roby_VoluntaryTeachers.eng.mtf;Siri6.eng.mtf;TouristOfficeGal_Arrival.eng.mtf;Typer1_TryFindLodge.eng.mtf;Typer2_StrangeExplosion.eng.mtf;Typer4_CasinoNightIsOver.eng.mtf;Yulian_Ghosts.eng.mtf,Please leave before I call security | Please be more specific | Please!
real,en,10,Roby_ClubDotGig1.eng.mtf;Roby_ClubDotMorning.eng.mtf;Roby_TryFindLodge.eng.mtf;TalkAboutClubDotGig1.eng.mtf;TouristOfficeGal_AfterStalking.eng.mtf;Typer1_FirstDay.eng.mtf;Typer1_GamblingTonight.eng.mtf;Yulian_Downtime.eng.mtf;Yulian_HackerTrial2.eng.mtf;Yulian_InvestigateMayor.eng.mtf,"That'd be real cool of you | That'd be real cool of you | She's a real close to Nini, who runs the place"
seem,en,10,SellSodaToBob.eng.mtf;Siri4.eng.mtf;Siri_Arrival.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf;Yulian_AfterStalking.eng.mtf;Yulian_Downtime.eng.mtf;Yulian_InvestigateMayor.eng.mtf,"Hmm, I seem to have forgotten to bring any cans to sell... | No, not at all. Sorry, just didn't seem like it'd be your thing | It doesn't seem that fun"
seen,en,10,Roby_ClubDotGig1.eng.mtf;Roby_ClubDotMorning.eng.mtf;TalkAboutClubDotGig1.eng.mtf;Wallenstam_Arrival.eng.mtf;Yulian_Downtime.eng.mtf;Yulian_Ghosts.eng.mtf;Yulian_InvestigateMayor.eng.mtf;Yulian_YouAreMemberNow.eng.mtf,"You seen any suits around here? | You seen any suits around here? | Hah, you ain't seen nothing yet"
snäll,sv,10,Roby_TheRedBag.eng.mtf;Sebastian_CrazyParty.eng.mtf;Siri6.eng.mtf;Siri_Arrival.eng.mtf;Urban_TryFindLodge.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf;Yulian_CanSellSoda.eng.mtf;Yulian_Ghosts.eng.mtf,"Det är du som är snäll | Å, tack Sebbe! Du är så jävla snäll | Sätt dig ner är du snäll"
säger,sv,10,Receptionist_CanSellSoda.eng.mtf;Sebastian_Backdrunk.eng.mtf;Sebastian_CrazyParty.eng.mtf;SecretTalkAtTopFloor.eng.mtf;ShitUrbanSays.eng.mtf;TouristOfficeGal_Arrival.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf;Yulian_AfterStalking.eng.mtf;Yulian_InvestigateMayor.eng.mtf,Wellspring säger du ja? | Nej säger jag! Hej då | Vafan säger du?!
sånt,sv,10,Roby_TryFindLodge.eng.mtf;Siri4.eng.mtf;TouristOfficeGal_AfterStalking.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;Typer1_TryFindLodge.eng.mtf;Yulian_AfterStalking.eng.mtf;Yulian_Downtime.eng.mtf;Yulian_FirstDay.eng.mtf;Yulian_InvestigateMayor.eng.mtf,"Är det OK om jag trycker lite på knappar och sånt här inne? | Min pappa lyssnar mycket på jazz och blues och sånt | Jag vet inte, typ något sånt"
tag,sv,10,Receptionist_LookForModifier.eng.mtf;Roby_VoluntaryTeachers.eng.mtf;Sebastian_CrazyParty.eng.mtf;Siri2.eng.mtf;TouristOfficeGal_Arrival.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf;WellspringRepresentant_TryFindLodge.eng.mtf;Yulian_Downtime.eng.mtf;Yulian_InvestigateMayor.eng.mtf,Jag skulle vilja få tag på en sån här 'modifierare' | Har fått tag på en modifierare | Han har fått tag på några jävla piller
talking,en,10,Receptionist_Ghosts.eng.mtf;Siri2.eng.mtf;Siri5.eng.mtf;Siri6.eng.mtf;Siri_Arrival.eng.mtf;Wallenstam_AfterGhostVisit.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf;Yulian_FirstDay.eng.mtf,I don't know what you're talking about | I don't feel like talking | Nah... just felt like talking to you
tar,sv,10,Receptionist_StrangeExplosion.eng.mtf;Roby_ClubDotGig1.eng.mtf;Roby_ClubDotMorning.eng.mtf;Roby_VoluntaryTeachers.eng.mtf;SebastianTalksWithBerndAboutBirds.eng.mtf;TouristOfficeGal_WellspringContact.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf;Yulian_DidYouStealTheFiles.eng.mtf,Hon tar inte emot gäster | Få ut den ur huset innan någon byråkrat tar den | Få ut den ur huset innan någon byråkrat tar den
there's,en,10,Siri5.eng.mtf;Skurk_Arrival.eng.mtf;TeachLoops.eng.mtf;TouristOfficeGal_Arrival.eng.mtf;Typer2_StrangeExplosion.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf;Yulian_AfterStalking.eng.mtf;Yulian_InvestigateMayor.eng.mtf;Yulian_YouAreMemberNow.eng.mtf,"I think there's someone walking around at night! | Sure, but there's nothing here | All sorts of situations where there's uncertainty or you need to sort through di"
tired,en,10,Roby_VoluntaryTeachers.eng.mtf;Siri2.eng.mtf;TouristOfficeGal_Arrival.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;TouristOfficeGal_WellspringContact.eng.mtf;Wallenstam_AfterGhostVisit.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf;Yulian_Downtime.eng.mtf,A little tired | I'm probably just a little tired | I'm really tired
trying,en,10,Roby_TheRedBag.eng.mtf;Roby_VoluntaryTeachers.eng.mtf;Urban_Arrival.eng.mtf;Urban_CanSellSoda.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf;Yulian_AfterStalking.eng.mtf;Yulian_CanSellSoda.eng.mtf;Yulian_InvestigateMayor.eng.mtf,"But thanks for trying! | I'm trying to learn some programming | God damn, are you trying to trick an old man?"
Um,en,10,Roby_ClubDotGig1.eng.mtf;Roby_ClubDotMorning.eng.mtf;ShitUrbanSays.eng.mtf;TeachLoops.eng.mtf;TouristOfficeGal_Arrival.eng.mtf;Typer5_TheRedBag.eng.mtf;Urban_Arrival.eng.mtf;Urban_CanSellSoda.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf,"Um, not really... | Um, not really... | Um..."
Vänta,sv,10,Roby_ClubDotGig1.eng.mtf;Roby_ClubDotMorning.eng.mtf;SecretTalkAtTopFloor.eng.mtf;Skurk_Arrival.eng.mtf;Typer4_CasinoNightIsOver.eng.mtf;Typer5_TheRedBag.eng.mtf;Urban_Arrival.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf,"Vänta nu, vem är du? | Vänta nu, vem är du? | Vänta..."
väska,sv,10,Roby_ClubDotGig1.eng.mtf;Roby_ClubDotMorning.eng.mtf;Roby_TheRedBag.eng.mtf;Typer5_TheRedBag.eng.mtf,"OK, så när du väl är inne i studion så måste du leta upp en röd väska | Så jag ska hämta en väska? | Och hämtar en röd väska"
wait,en,10,Roby_ClubDotGig1.eng.mtf;Sebastian_Backdrunk.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;Typer1_FirstDay.eng.mtf;Typer3_Arrival.eng.mtf;Urban_Arrival.eng.mtf;Wallenstam_AfterGhostVisit.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf,"Hmm... wait, I wasn't really listening | Oh wait, by the way | Oh no, wait, we seem to be all out"
water,en,10,TouristOfficeGal_Arrival.eng.mtf;Yulian_Arrival.eng.mtf;Yulian_CanSellSoda.eng.mtf,Just follow the water outside until you reach a bridge | Just follow the water outside until you reach a bridge | Just follow the water outside until you reach a bridge
Why,en,10,Wallenstam_Arrival.eng.mtf;Yulian_AfterStalking.eng.mtf;Yulian_Downtime.eng.mtf;Yulian_InvestigateMayor.eng.mtf,Why? | Why do you ask? | Why should I have to pay just because someone else gets sick?!
will,en,10,Receptionist_StrangeExplosion.eng.mtf;ShitUrbanSays.eng.mtf;TeachLoops.eng.mtf;Typer2_StrangeExplosion.eng.mtf;Typer4_CasinoNightIsOver.eng.mtf;Urban_Arrival.eng.mtf;Yulian_Downtime.eng.mtf;Yulian_InvestigateMayor.eng.mtf,"She will not see anyone | Oh, shut up will you! | Used on its own, it will just loop for all eternity"
yet,en,10,Roby_VoluntaryTeachers.eng.mtf;SebastianStartsComputers.eng.mtf;SecretTalkAtTopFloor.eng.mtf;TalkAboutClubDotGig1.eng.mtf;TeachLoops.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf;Yulian_AfterStalking.eng.mtf;Yulian_Downtime.eng.mtf;Yulian_InvestigateMayor.eng.mtf,"Like, I'm not that good yet | Oh, yet another strange computer device | Oh, I haven't had the chance to try yet"
Adjö,sv,9,Receptionist_LookForModifier.eng.mtf;Receptionist_StrangeExplosion.eng.mtf;Typer1_FirstDay.eng.mtf;Typer1_TryFindLodge.eng.mtf;Typer2_Arrival.eng.mtf;Typer2_HackerTrial1.eng.mtf;Typer4_CasinoNightIsOver.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf,Adjö | Adjö | Adjö
allowed,en,9,Receptionist_CanSellSoda.eng.mtf;Receptionist_LookForModifier.eng.mtf;Siri_Arrival.eng.mtf;Skurk_SodaStorageBreakIn.eng.mtf;TouristOfficeGal_Arrival.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;Work_Arrival.eng.mtf;Yulian_Ghosts.eng.mtf,"Unsolicited sales are not allowed on the premises | No salesmen allowed, I said | Only persons with legitimate business are allowed on our premises"
am,en,9,Sebastian_Backdrunk.eng.mtf;TouristOfficeGal_AfterStalking.eng.mtf;TouristOfficeGal_Arrival.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;Trailer.eng.mtf;Urban_Arrival.eng.mtf;WellspringRepresentant_TryFindLodge.eng.mtf;Yulian_InvestigateMayor.eng.mtf,Uuugh... where am I? | I think she's a few years older than I am | I am looking for my hotel
borde,sv,9,Sebastian_CrazyParty.eng.mtf;Siri3.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;TouristOfficeGal_WellspringContact.eng.mtf;WellspringRepresentant_TryFindLodge.eng.mtf;Yulian_Arrival.eng.mtf;Yulian_FirstDay.eng.mtf;Yulian_InvestigateMayor.eng.mtf,"Vi borde hitta en tjej till honom, inte sant Petra?! | Du borde rycka upp dig | Kanske i hamnen, de jobbar ju mycket där så de borde ju bli uttorkade"
bro,sv,9,TouristOfficeGal_Arrival.eng.mtf;TouristOfficeGal_WellspringContact.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf,Du följer bara vattnet här utanför tills du kommer till en bro | Du följer bara vattnet här utanför tills du kommer till en bro | Du följer bara vattnet här utanför tills du kommer till en bro
bron,sv,9,TouristOfficeGal_Arrival.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;TouristOfficeGal_WellspringContact.eng.mtf;Yulian_Arrival.eng.mtf,"Gå inte över bron, utan sväng vänster istället | Gå över bron, och fortsätt rakt framåt | Nä inte direkt, bara över bron och så fortsätt i den riktningen"
building,en,9,Receptionist_CanSellSoda.eng.mtf;Receptionist_LookForModifier.eng.mtf;Roby_ClubDotGig1.eng.mtf;Roby_ClubDotMorning.eng.mtf;TouristOfficeGal_AfterStalking.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;TouristOfficeGal_WellspringContact.eng.mtf;Urban_TryFindLodge.eng.mtf;Yulian_InvestigateMayor.eng.mtf,I have to ask you to leave the building immediately | Big building | Get it out of the building before a bureaucrat snatches it
burk,sv,9,Receptionist_CanSellSoda.eng.mtf;Urban_CanSellSoda.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf;Yulian_CanSellSoda.eng.mtf,"Jag säljer läsk och undrar om du vill köpa en burk? | Vi gör läsk, du kanske vill köpa en burk? | Ska väl dra vidare och försöka sälja nån mer burk"
bye,en,9,Receptionist_StrangeExplosion.eng.mtf;Sebastian_Backdrunk.eng.mtf;TouristOfficeGal_AfterStalking.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;TouristOfficeGal_WellspringContact.eng.mtf;Typer1_FirstDay.eng.mtf;Yulian_Ghosts.eng.mtf;Yulian_InvestigateMayor.eng.mtf,"OK, bye | We'll talk later, bye! | See you later, bye!"
Dorisburg,en,9,TouristOfficeGal_Arrival.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;Trailer.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf;Yulian_YouAreMemberNow.eng.mtf,"Hello, have I arrived in Dorisburg? | Dorisburg is known for being a very safe and secure town Dorisburg | Dorisburg is known for being a very safe and secure town Dorisburg"
enough,en,9,Roby_TheRedBag.eng.mtf;SebastianInspectsTrashCans.eng.mtf;Siri_GoingHome.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;Urban_TryFindLodge.eng.mtf;Wallenstam_AfterGhostVisit.eng.mtf;WellspringRepresentant_TryFindLodge.eng.mtf;Yulian_AfterStalking.eng.mtf,"$100, is that enough? 100 | Enough is enough | You have done more than enough"
exactly,en,9,Roby_ClubDotGig1.eng.mtf;Roby_ClubDotMorning.eng.mtf;TouristOfficeGal_Arrival.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;Typer4_Razzia.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf;Yulian_Downtime.eng.mtf,"Yeah, exactly | Yeah, exactly | But I can't exactly remember the name"
förstår,sv,9,Roby_VoluntaryTeachers.eng.mtf;Siri4.eng.mtf;TouristOfficeGal_WellspringContact.eng.mtf;Wallenstam_Arrival.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf;Yulian_AfterStalking.eng.mtf;Yulian_YouAreMemberNow.eng.mtf,"OK, jag förstår | Mmm, jag förstår | Jag förstår precis!"
försöker,sv,9,TouristOfficeGal_AfterStalking.eng.mtf;Urban_Arrival.eng.mtf;Urban_CanSellSoda.eng.mtf;Urban_TryFindLodge.eng.mtf;WellspringRepresentant_ShowingTheStorage.eng.mtf;Yulian_AfterStalking.eng.mtf;Yulian_FirstDay.eng.mtf;Yulian_InvestigateMayor.eng.mtf,"Håller på och försöker ta reda på lite mer om den här grejen hon jobbar med | Fy fan, försöker du lura en gammal man så här? | Jag försöker sälja läsk, vill du ha?"
god,sv,9,Receptionist_Ghosts.eng.mtf;Receptionist_StrangeExplosion.eng.mtf;Siri2.eng.mtf;Typer1_TryFindLodge.eng.mtf;Typer2_StrangeExplosion.eng.mtf;Typer4_CasinoNightIsOver.eng.mtf;WalkHerHomeFromCasino.eng.mtf,Var god lämna nu | Var god precisera er förfrågan | Eh... god natt då!
hade,sv,9,SebastianGetsToKnowBernd.eng.mtf;Sebastian_Backdrunk.eng.mtf;SecretTalkAtTopFloor.eng.mtf;Siri5.eng.mtf;TeachLoops.eng.mtf;TouristOfficeGal_AfterStalking.eng.mtf;TouristOfficeGal_WellspringContact.eng.mtf;Typer2_StrangeExplosion.eng.mtf;Yulian_InvestigateMayor.eng.mtf,Det är inte så mysigt som jag hade hoppats | Ni hade setts på stan typ? | Jag tror verkligen att en sådan produktion hade varit bra för vår stad
happen,en,9,Roby_ClubDotGig1.eng.mtf;Roby_ClubDotMorning.eng.mtf;TouristOfficeGal_CanSellSoda.eng.mtf;Typer1_TryFindLodge.eng.mtf;Typer3_Arrival.eng.mtf;Urban_Arrival.eng.mtf;Wallenstam_Arrival.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf,"Shit, I knew this was going to happen | Shit, I knew this was going to happen | By the way, you wouldn't happen to know about any good spots for selling soda?"
helt,sv,9,Roby_TryFindLodge.eng.mtf;Sebastian_CrazyParty.eng.mtf;Siri4.eng.mtf;Siri_Arrival.eng.mtf;TouristOfficeGal_WellspringContact.eng.mtf;Yulian_FirstDay.eng.mtf;Yulian_InvestigateMayor.eng.mtf,"Ja, det är jag helt säker på! | Är du helt säker på att hon jobbar där på skoaffären? | Jaha..? Du kanske inte har helt samma smak som jag"
hjälp,sv,9,TeachLoops.eng.mtf;TouristOfficeGal_FoundHotel.eng.mtf;TouristOfficeGal_WellspringContact.eng.mtf;Typer2_StrangeExplosion.eng.mtf;Yulian_Downtime.eng.mtf;Yulian_InvestigateMayor.eng.mtf,"Med hjälp av loopar kan man testa många kombinationer | Behöver du hjälp med något? | Hallå där, vad behöver du hjälp med nu då?"
Hrm,sv,9,Receptionist_HelmetDay.eng.mtf;Skurk_Arrival.eng.mtf;TouristOfficeGal_Arrival.eng.mtf;Urban_Arrival.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf;Yulian_Downtime.eng.mtf,Hrm | Hrm hrm | Hrm
Ivan,en,9,Receptionist_Ghosts.eng.mtf;Sebastian_Backdrunk.eng.mtf;Sebastian_CrazyParty.eng.mtf;Yulian_Ghosts.eng.mtf,No! I want to know who killed Ivan | Ivan managed to carry you up here yesterday after you passed out Ivan | Ivan managed to carry you up here yesterday after you passed out Ivan
kul,sv,9,Roby_TryFindLodge.eng.mtf;SebastianTalksWithBerndAboutBirds.eng.mtf;Sebastian_CrazyParty.eng.mtf;Siri6.eng.mtf;Siri_Arrival.eng.mtf;TalkAboutClubDotGig1.eng.mtf;WalkHerHomeFromCasino.eng.mtf;Yulian_AfterStalking.eng.mtf,"Är det kul att ha en radiostation? | Vad är det som är så kul med fåglar tycker du? | OK, ...kul!"
lämna,sv,9,Receptionist_CanSellSoda.eng.mtf;Receptionist_Ghosts.eng.mtf;Receptionist_StrangeExplosion.eng.mtf;Siri_Arrival.eng.mtf;Typer1_TryFindLodge.eng.mtf;Typer5_TheRedBag.eng.mtf;Yulian_CanSellSoda.eng.mtf;Yulian_Ghosts.eng.mtf,Jag måste be er att lämna byggnaden snarast | Var god lämna nu | Vi kan inte lämna ut någon information i ärendet
meet,en,9,Receptionist_Ghosts.eng.mtf;Roby_ClubDotGig1.eng.mtf;Roby_ClubDotMorning.eng.mtf;SebastianGetsToKnowBernd.eng.mtf;Urban_TryFindLodge.eng.mtf;WellspringRepresentant_TryFindLodge.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf;Yulian_AfterStalking.eng.mtf,But I want to meet her | But I want to meet him | Then we'll meet here later when you are done
ministeriet,sv,9,Receptionist_StrangeExplosion.eng.mtf;TouristOfficeGal_Arrival.eng.mtf;TouristOfficeGal_WellspringContact.eng.mtf;Typer1_TryFindLodge.eng.mtf;Yulian_AfterStalking.eng.mtf;Yulian_YouAreMemberNow.eng.mtf,Jag har en fråga angående ministeriet | Det säger de från ministeriet i alla fall | Alltså du går över bron till Burrows och sen går du mot ministeriet
off,en,9,TouristOfficeGal_CanSellSoda.eng.mtf;Urban_CanSellSoda.eng.mtf;Wallenstam_AfterGhostVisit.eng.mtf;Wallenstam_Arrival.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf;Yulian_AfterStalking.eng.mtf;Yulian_CanSellSoda.eng.mtf,But when do you get off work then?! | Get off my case then | Take off your clothes!
outside,en,9,TouristOfficeGal_AfterStalking.eng.mtf;TouristOfficeGal_Arrival.eng.mtf;WellspringRepresentant_MoreInstructions.eng.mtf;Yulian_Downtime.eng.mtf,"So, what, does he hang around outside here a lot? | Just follow the water outside until you reach a bridge | Just follow the water outside until you reach a bridge"
Plaza,sv,9,TouristOfficeGal_AfterStalking.eng.mtf;Wallenstam_AfterGhostVisit.eng.mtf;Wallenstam_Arrival.eng.mtf;WellspringRepresentant_WellspringContact.eng.mtf;Yulian_Downtime.eng.mtf;Yulian_Ghosts.eng.mtf;Yulian_InvestigateMayor.eng.mtf,"Du hade kollat in statyn på Plaza eller? | Hon bor på Plaza | Ja, gå av vid Plaza"
