term,lang,count,files,examples
take,en,37,Elsa_AfterStalking.eng.mtf;Elsa_SayHiToHer.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_DiscoBall.eng.mtf;Felix_PyjamasParty.eng.mtf;Felix_TryFindLodge.eng.mtf;Fib_AfterStalking.eng.mtf;Fib_Arrival.eng.mtf;GetInvitedToBarYvonne.eng.mtf;GottaGoHomeFromDot.eng.mtf;GottaGoToWork.eng.mtf;Gunnar_Intrude.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_FixTheDoor.eng.mtf;Hank_TryFindLodge.eng.mtf,"Gotta run, take care! | It thought it would take a couple of days | I'm ready now, let me take the test!"
come,en,36,Elsa_AfterStalking.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_CasinoHeist.eng.mtf;Felix_DiscoBall.eng.mtf;Felix_PyjamasParty.eng.mtf;Felix_TryFindLodge.eng.mtf;Fib_AfterStalking.eng.mtf;Fib_Arrival.eng.mtf;FoundServerBasement.eng.mtf;Frank_YouAreMemberNow.eng.mtf;GetInvitedToBarYvonne.eng.mtf;GetInvitedToYouShouldTryToo.eng.mtf;GetToKnowDorian.eng.mtf;Gunnar_FirstDay.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_FirstLecture.eng.mtf;Harry_Arrival.eng.mtf;Harry_CanSellSoda.eng.mtf;Harry_TryFindLodge.eng.mtf,"How come no one told me about this before I moved here? | Well, come back here when you've found one | Fuck, why did I come here"
day,en,36,Elsa_SayHiToHer.eng.mtf;Felix_AfterGhostVisit.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_OLD_GotHackdev.eng.mtf;Felix_TryFindLodge.eng.mtf;Fib_Arrival.eng.mtf;Fib_YouAreMemberNow.eng.mtf;FoundServerBasement.eng.mtf;Frank_Arrival.eng.mtf;Frank_CasinoHeist.eng.mtf;Frank_HackerTrial1.eng.mtf;George_CasinoNightIsOver.eng.mtf;George_GamblingTonight.eng.mtf;George_HookOnLongson.eng.mtf;GetInvitedToBarYvonne.eng.mtf;GetToKnowDorian.eng.mtf;GetToKnowFib.eng.mtf;Gunnar_FirstDay.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_FirstDay.eng.mtf;Hank_SecondLecture.eng.mtf;Harry_Arrival.eng.mtf;Harry_CanSellSoda.eng.mtf,Good day | Then one day he started talking about this chick he met | Then one day he was just gone
modifierare,sv,36,Elsa_AfterStalking.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_OLD_GotHackdev.eng.mtf;Felix_PyjamasParty.eng.mtf;Fib_AfterStalking.eng.mtf;Frank_CasinoHeist.eng.mtf;GetToKnowFib.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_FirstLecture.eng.mtf,Vad är en modifierare? | Många länder som vill köpa egna modifierare såklart | Jag har hittat en modifierare!
anything,en,35,Elsa_AfterStalking.eng.mtf;Emma_AfterPyjamas.eng.mtf;Emma_CanSellSoda.eng.mtf;Felix_AfterGhostVisit.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_CakeParty.eng.mtf;Felix_OLD_GotHackdev.eng.mtf;Felix_PyjamasParty.eng.mtf;Felix_Trial1.eng.mtf;Felix_TryFindLodge.eng.mtf;Fib_AfterStalking.eng.mtf;Frank_ClubDotGig1.eng.mtf;George_HookOnLongson.eng.mtf;GetToKnowDorian.eng.mtf;Gunnar_FirstDay.eng.mtf;Gunnar_Intrude.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_OldStuffAboutHackingDevice.eng.mtf;Hank_SecondLecture.eng.mtf;Hank_TryFindLodge.eng.mtf,"OK, anything else? | Pretty much anything | Stuff, anything really"
code,en,35,Elsa_AfterStalking.eng.mtf;Felix_AfterGhostVisit.eng.mtf;Felix_DiscoBall.eng.mtf;Fib_AfterStalking.eng.mtf;Frank_AfterGhostVisit.eng.mtf;Frank_CasinoHeist.eng.mtf;Frank_HackerTrial1.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_OldStuffAboutHackingDevice.eng.mtf;Hank_SecondLecture.eng.mtf,"Can you code? | Yulian got mad at him for not writing any code Yulian | I don't know, I can't code for shit"
Do,en,35,Elsa_AfterStalking.eng.mtf;Elsa_Arrival.eng.mtf;Emma_PyjamasParty.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_DiscoBall.eng.mtf;Fib_AfterStalking.eng.mtf;Fib_Arrival.eng.mtf;Frank_AfterGhostVisit.eng.mtf;Frank_Arrival.eng.mtf;Frank_ClubDotGig1.eng.mtf;Frank_HackerTrial1.eng.mtf;George_GamblingTonight.eng.mtf;GetToKnowDorian.eng.mtf;Glenn_Arrival.eng.mtf;Gunnar_Arrival.eng.mtf;Gunnar_CanSellSoda.eng.mtf;Gunnar_FirstDay.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_FirstDay.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_SecondLecture.eng.mtf;Harry_TryFindLodge.eng.mtf,Do you know Pixie? | Do you live here? | Do you know Pixie?
How,en,35,Elsa_AfterStalking.eng.mtf;Felix_AfterGhostVisit.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_Arrival.eng.mtf;Felix_DiscoBall.eng.mtf;Felix_OLD_GotHackdev.eng.mtf;Felix_Trial1.eng.mtf;Felix_YouAreMemberNow.eng.mtf;Fib_AfterStalking.eng.mtf;Fib_Arrival.eng.mtf;Fib_CanSellSoda.eng.mtf;Fib_YouAreMemberNow.eng.mtf;Frank_HackerTrial1.eng.mtf;George_GamblingTonight.eng.mtf;GetInvitedToBarYvonne.eng.mtf;GetInvitedToYouShouldTryToo.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_FirstDay.eng.mtf;Hank_SecondLecture.eng.mtf;Harry_TryFindLodge.eng.mtf,"How come no one told me about this before I moved here? | How the hell that worked, he wasn't exactly clear on | How did she handle it?"
heter,sv,34,Elsa_AfterStalking.eng.mtf;Elsa_Arrival.eng.mtf;Emma_CanSellSoda.eng.mtf;Emma_PyjamasParty.eng.mtf;Felix_TryFindLodge.eng.mtf;Fib_AfterStalking.eng.mtf;Frank_DidYouStealTheFiles.eng.mtf;Frank_HackerTrial1.eng.mtf;George_InvestigateMayor.eng.mtf;GetToKnowDorian.eng.mtf;GetToKnowHankSnippet.eng.mtf;Glenn_Arrival.eng.mtf;Gunnar_Arrival.eng.mtf;Gunnar_CanSellSoda.eng.mtf;Gunnar_Intrude.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_SecondLecture.eng.mtf;Hank_TryFindLodge.eng.mtf;Harry_Arrival.eng.mtf;Harry_CanSellSoda.eng.mtf;Harry_TryFindLodge.eng.mtf,Jag tror att det var en man som heter Gunnar som ledde projektet | Eller om det var hon där vad hon nu heter... | Du känner inte någon som heter Pixie förresten?
in,sv,34,Elsa_Arrival.eng.mtf;Felix_AfterGhostVisit.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_PyjamasParty.eng.mtf;Felix_TryFindLodge.eng.mtf;Felix_YouAreMemberNow.eng.mtf;Fib_Arrival.eng.mtf;FoundServerBasement.eng.mtf;Frank_CasinoHeist.eng.mtf;Frank_HackerTrial1.eng.mtf;GetToKnowHankSnippet.eng.mtf;Gunnar_Intrude.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_DoorFixed.eng.mtf;Hank_FirstDay.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_SecondLecture.eng.mtf,"Så att man inte bara kan klampa rakt in | Nej, jag gick in för att dörren stod öppen | Jag säger till om jag får in nya"
lära,sv,34,Felix_AfterPyjamas.eng.mtf;Felix_DiscoBall.eng.mtf;Felix_PyjamasParty.eng.mtf;Felix_YouAreMemberNow.eng.mtf;Fib_AfterStalking.eng.mtf;Frank_CasinoHeist.eng.mtf;Frank_HackerTrial1.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_SecondLecture.eng.mtf,"Hank på hotellet är duktig, han kanske kan lära dig ett och annat? | Du får typ försöka lära dig datorer och programmering tror jag | Du får hitta någon som har tid över att lära dig lite"
vara,sv,34,Elsa_AfterStalking.eng.mtf;Elsa_Arrival.eng.mtf;Emma_CanSellSoda.eng.mtf;Felix_AfterGhostVisit.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_CakeParty.eng.mtf;Felix_CasinoHeist.eng.mtf;Felix_DidYouSteaTheFiles.eng.mtf;Felix_OLD_GotHackdev.eng.mtf;Felix_PyjamasParty.eng.mtf;Felix_Trial1.eng.mtf;Fib_Arrival.eng.mtf;FoundServerBasement.eng.mtf;Frank_CasinoHeist.eng.mtf;Frank_HackerTrial1.eng.mtf;GetInvitedToYouShouldTryToo.eng.mtf;GetToKnowDorian.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_DoorFixed.eng.mtf;Hank_FirstLecture.eng.mtf;Harry_TryFindLodge.eng.mtf,"Jag vet inte riktigt vad det ska vara till för | De borde vara öppnare med vad de gör | Ja, och det kommer jag att vara ett bra tag framöver gullet"
alla,sv,33,Elsa_AfterStalking.eng.mtf;Felix_AfterGhostVisit.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_CasinoHeist.eng.mtf;Felix_CrazyParty.eng.mtf;Felix_OLD_GotHackdev.eng.mtf;Felix_Trial1.eng.mtf;Fib_AfterStalking.eng.mtf;Fib_Arrival.eng.mtf;George_GamblingTonight.eng.mtf;GetToKnowFib.eng.mtf;Gunnar_Arrival.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_SecondLecture.eng.mtf;Harry_Arrival.eng.mtf;Harry_CanSellSoda.eng.mtf;Harry_TryFindLodge.eng.mtf,Men det är en slags apparat som de forskade fram i alla fall | Det är mycket byråkrater från andra ställen på besök här i alla fall | Sen en dag så var han bara borta i alla fall
can't,en,33,Felix_AfterPyjamas.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_Arrival.eng.mtf;Felix_CakeParty.eng.mtf;Felix_DiscoBall.eng.mtf;Felix_OLD_GotHackdev.eng.mtf;Felix_PyjamasParty.eng.mtf;Felix_YouAreMemberNow.eng.mtf;Fib_AfterStalking.eng.mtf;Fib_YouAreMemberNow.eng.mtf;FoundServerBasement.eng.mtf;Frank_AfterGhostVisit.eng.mtf;Frank_CasinoHeist.eng.mtf;GetInvitedToBarYvonne.eng.mtf;GetInvitedToYouShouldTryToo.eng.mtf;GiveEvenMoreFiles.eng.mtf;Gunnar_Arrival.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_DoorFixed.eng.mtf;Hank_SecondLecture.eng.mtf;Harry_TryFindLodge.eng.mtf,I can't find his house... | I can't talk shop right now Seb | That can't be allowed!
could,en,33,Emma_Arrival.eng.mtf;Emma_CanSellSoda.eng.mtf;Felix_AfterGhostVisit.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_CakeParty.eng.mtf;Felix_PyjamasParty.eng.mtf;Felix_TryFindLodge.eng.mtf;Fib_AfterStalking.eng.mtf;Frank_Arrival.eng.mtf;Frank_CasinoHeist.eng.mtf;GetToKnowFib.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_OldStuffAboutHackingDevice.eng.mtf;Hank_SecondLecture.eng.mtf;Hank_TryFindLodge.eng.mtf;Harry_TryFindLodge.eng.mtf,OK... I wonder where the hell it could be | Then perhaps you could just leave me be | I could swear I had a one left
dag,sv,33,Elsa_SayHiToHer.eng.mtf;Felix_AfterGhostVisit.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_TryFindLodge.eng.mtf;Fib_Arrival.eng.mtf;Fib_YouAreMemberNow.eng.mtf;FoundServerBasement.eng.mtf;Frank_Arrival.eng.mtf;Frank_CasinoHeist.eng.mtf;George_CasinoNightIsOver.eng.mtf;George_GamblingTonight.eng.mtf;George_HookOnLongson.eng.mtf;GetInvitedToBarYvonne.eng.mtf;GetToKnowDorian.eng.mtf;GetToKnowFib.eng.mtf;Gunnar_Arrival.eng.mtf;Gunnar_FirstDay.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_FirstDay.eng.mtf;Harry_Arrival.eng.mtf;Harry_CanSellSoda.eng.mtf;Harry_TryFindLodge.eng.mtf,God dag | En dag började han snacka om att han träffat en tjej | Sen en dag så var han bara borta i alla fall
Maybe,en,33,Felix_AfterGhostVisit.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_CasinoHeist.eng.mtf;Felix_DidYouSteaTheFiles.eng.mtf;Felix_PyjamasParty.eng.mtf;Felix_TryFindLodge.eng.mtf;Fib_Arrival.eng.mtf;FoundServerBasement.eng.mtf;Frank_AfterGhostVisit.eng.mtf;GetInvitedToBarYvonne.eng.mtf;GetToKnowDorian.eng.mtf;Gunnar_Arrival.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_Arrival.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_FirstDay.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_SecondLecture.eng.mtf;Hank_TryFindLodge.eng.mtf;Harry_TryFindLodge.eng.mtf,"Maybe it just sorta looked like him | Maybe you should get some practice in first? | Hank down at the hotel, he's pretty skilled. Maybe he can teach you a thing or t"
ses,sv,33,Elsa_SayHiToHer.eng.mtf;Felix_AfterGhostVisit.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_CasinoHeist.eng.mtf;Felix_CrazyParty.eng.mtf;Felix_DidYouSteaTheFiles.eng.mtf;Felix_PyjamasParty.eng.mtf;Fib_AfterStalking.eng.mtf;Fib_Arrival.eng.mtf;Fib_CanSellSoda.eng.mtf;FoundServerBasement.eng.mtf;Frank_DidYouStealTheFiles.eng.mtf;GetInvitedToYouShouldTryToo.eng.mtf;GetToKnowDorian.eng.mtf;GottaGoHomeFromDot.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_FirstDay.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_SecondLecture.eng.mtf,"Ska dra mig, vi ses | Har lite bråttom, vi ses senare | Tack, vi ses"
skulle,sv,33,Elsa_AfterStalking.eng.mtf;Elsa_SayHiToHer.eng.mtf;Emma_PyjamasParty.eng.mtf;Felix_AfterGhostVisit.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_CrazyParty.eng.mtf;Felix_DiscoBall.eng.mtf;Felix_Trial1.eng.mtf;Fib_AfterStalking.eng.mtf;Frank_CasinoHeist.eng.mtf;George_InvestigateMayor.eng.mtf;Glenn_Arrival.eng.mtf;Gunnar_Arrival.eng.mtf;Gunnar_FirstDay.eng.mtf;Gunnar_Intrude.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_FirstLecture.eng.mtf,Vad var det jag skulle skriva..? | Jag trodde det skulle ta några dagar | Men hon skulle ju ut och röka
ta,sv,33,Elsa_SayHiToHer.eng.mtf;Felix_AfterGhostVisit.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_DiscoBall.eng.mtf;Felix_HelmetDay.eng.mtf;Felix_PyjamasParty.eng.mtf;Felix_Trial1.eng.mtf;Felix_TryFindLodge.eng.mtf;Fib_AfterStalking.eng.mtf;FoundServerBasement.eng.mtf;Frank_CasinoHeist.eng.mtf;Frank_DidYouStealTheFiles.eng.mtf;Frank_GotIntoFactory.eng.mtf;GetInvitedToBarYvonne.eng.mtf;GetInvitedToYouShouldTryToo.eng.mtf;Gunnar_CanSellSoda.eng.mtf;Hank_FirstDay.eng.mtf;Hank_FirstLecture.eng.mtf;Harry_Arrival.eng.mtf;Harry_CanSellSoda.eng.mtf,"Jag trodde det skulle ta några dagar | Jag skulle nog ta det lite försiktigt framöver om jag var du | Aja, ta det försiktigt i alla fall"
things,en,33,Elsa_AfterStalking.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_DiscoBall.eng.mtf;Felix_OLD_GotHackdev.eng.mtf;Felix_PyjamasParty.eng.mtf;Fib_AfterStalking.eng.mtf;Fib_Arrival.eng.mtf;Frank_AfterGhostVisit.eng.mtf;Frank_CasinoHeist.eng.mtf;Frank_HackerTrial1.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_SecondLecture.eng.mtf,"You modify things | Less complex things are easier to modify, of course | I started messing around with the things pretty early on"
ut,sv,33,Elsa_AfterStalking.eng.mtf;Emma_CanSellSoda.eng.mtf;Emma_PyjamasParty.eng.mtf;Felix_DiscoBall.eng.mtf;Felix_HelmetDay.eng.mtf;Felix_OLD_GotHackdev.eng.mtf;Felix_TryFindLodge.eng.mtf;Frank_AfterGhostVisit.eng.mtf;George_GamblingTonight.eng.mtf;GetInvitedToBarYvonne.eng.mtf;GetToKnowDorian.eng.mtf;Glenn_Arrival.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_FirstDay.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_SecondLecture.eng.mtf;Harry_TryFindLodge.eng.mtf,Som det ser ut nu så vet jag inte om man kan kalla det bra... | Jag delar tyvärr inte ut varuprov | Men hon skulle ju ut och röka
Är,sv,33,Elsa_SayHiToHer.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_DidYouSteaTheFiles.eng.mtf;Felix_DiscoBall.eng.mtf;Felix_PyjamasParty.eng.mtf;Felix_TryFindLodge.eng.mtf;Fib_AfterStalking.eng.mtf;Fib_Arrival.eng.mtf;Fib_YouAreMemberNow.eng.mtf;FoundServerBasement.eng.mtf;Frank_GotIntoFactory.eng.mtf;George_InvestigateMayor.eng.mtf;GetToKnowDorian.eng.mtf;GetToKnowHankSnippet.eng.mtf;Glenn_Arrival.eng.mtf;Gunnar_CanSellSoda.eng.mtf;Gunnar_FirstDay.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_FirstDay.eng.mtf;Hank_FirstLecture.eng.mtf;Harry_TryFindLodge.eng.mtf,Är han? | Är Pixie här? | Är det ett jättehögt hus?
any,en,32,Elsa_AfterStalking.eng.mtf;Elsa_Arrival.eng.mtf;Emma_CanSellSoda.eng.mtf;Felix_AfterGhostVisit.eng.mtf;Felix_CakeParty.eng.mtf;Felix_OLD_GotHackdev.eng.mtf;Felix_PyjamasParty.eng.mtf;Fib_AfterStalking.eng.mtf;FoundServerBasement.eng.mtf;Frank_AfterGhostVisit.eng.mtf;Frank_HackerTrial1.eng.mtf;GetInvitedToBarYvonne.eng.mtf;GetToKnowDorian.eng.mtf;GiveEvenMoreFiles.eng.mtf;Gunnar_CanSellSoda.eng.mtf;Gunnar_FirstDay.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_Arrival.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_FirstLecture.eng.mtf;Harry_CanSellSoda.eng.mtf,"You don't happen to have any contacts at the Computer Ministry? | I won't bother you any longer | Yes, but not just any soda! It's fabulously delicious"
God,sv,32,Elsa_SayHiToHer.eng.mtf;Felix_AfterPyjamas.eng.mtf;Fib_AfterStalking.eng.mtf;Fib_Arrival.eng.mtf;Fib_YouAreMemberNow.eng.mtf;Frank_AfterGhostVisit.eng.mtf;Frank_DidYouStealTheFiles.eng.mtf;George_GamblingTonight.eng.mtf;George_HookOnLongson.eng.mtf;GetToKnowDorian.eng.mtf;GetToKnowFib.eng.mtf;GottaGoHomeFromDot.eng.mtf;Gunnar_Arrival.eng.mtf;Gunnar_FirstDay.eng.mtf;Gunnar_LookForModifier.eng.mtf;Harry_Arrival.eng.mtf;Harry_CanSellSoda.eng.mtf;Harry_TryFindLodge.eng.mtf,God morgon | God dag | God kväll
name,en,32,Elsa_AfterStalking.eng.mtf;Elsa_Arrival.eng.mtf;Elsa_SayHiToHer.eng.mtf;Emma_CanSellSoda.eng.mtf;Emma_PyjamasParty.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_Arrival.eng.mtf;Felix_TryFindLodge.eng.mtf;Fib_AfterStalking.eng.mtf;Fib_Arrival.eng.mtf;Frank_DidYouStealTheFiles.eng.mtf;Frank_HackerTrial1.eng.mtf;GetToKnowDorian.eng.mtf;GetToKnowHankSnippet.eng.mtf;Gunnar_Arrival.eng.mtf;Gunnar_Intrude.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_SecondLecture.eng.mtf;Hank_TryFindLodge.eng.mtf;Harry_TryFindLodge.eng.mtf,"Um, no, never heard the name | But what's your name? | What's your name?"
tack,sv,32,Felix_AfterGhostVisit.eng.mtf;Felix_CrazyParty.eng.mtf;Felix_DidYouSteaTheFiles.eng.mtf;Felix_DiscoBall.eng.mtf;Felix_TryFindLodge.eng.mtf;Fib_AfterStalking.eng.mtf;Frank_HackerTrial1.eng.mtf;GetInvitedToBarYvonne.eng.mtf;GetToKnowDorian.eng.mtf;Gunnar_CanSellSoda.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_FirstDay.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_OldStuffAboutHackingDevice.eng.mtf;Hank_SecondLecture.eng.mtf;Hank_TryFindLodge.eng.mtf;Harry_Arrival.eng.mtf;Harry_CanSellSoda.eng.mtf;Harry_TryFindLodge.eng.mtf,"Nej det är bra tack | Wow, tack! | Ah, tack!"
Thanks,en,32,Elsa_Arrival.eng.mtf;Emma_CanSellSoda.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_CrazyParty.eng.mtf;Felix_DiscoBall.eng.mtf;Felix_TryFindLodge.eng.mtf;Fib_AfterStalking.eng.mtf;Fib_YouAreMemberNow.eng.mtf;Frank_CasinoHeist.eng.mtf;Frank_ClubDotGig1.eng.mtf;Frank_HackerTrial1.eng.mtf;George_Arrival.eng.mtf;GetToKnowHankSnippet.eng.mtf;Gunnar_CanSellSoda.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_DoorFixed.eng.mtf;Hank_FirstDay.eng.mtf;Hank_FirstLecture.eng.mtf;Harry_Arrival.eng.mtf;Harry_CanSellSoda.eng.mtf;Harry_TryFindLodge.eng.mtf,"Thanks | Thanks | Thanks, see ya later"
again,en,31,Elsa_AfterStalking.eng.mtf;Elsa_SayHiToHer.eng.mtf;Emma_CanSellSoda.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_CakeParty.eng.mtf;Felix_TryFindLodge.eng.mtf;Fib_AfterStalking.eng.mtf;Fib_Arrival.eng.mtf;Fib_YouAreMemberNow.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_FixTheDoor.eng.mtf;Hank_SecondLecture.eng.mtf;Harry_Arrival.eng.mtf;Harry_CanSellSoda.eng.mtf;Harry_TryFindLodge.eng.mtf,"Er, what did you say you were doing again? | You again? | Hi again, are you in a better mood today?"
back,en,31,Elsa_AfterStalking.eng.mtf;Emma_PyjamasParty.eng.mtf;Felix_AfterGhostVisit.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_DiscoBall.eng.mtf;Felix_PyjamasParty.eng.mtf;Felix_TryFindLodge.eng.mtf;Fib_AfterStalking.eng.mtf;Fib_Arrival.eng.mtf;Frank_CasinoHeist.eng.mtf;Frank_HackerTrial1.eng.mtf;George_GamblingTonight.eng.mtf;GetToKnowDorian.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Harry_Arrival.eng.mtf;Harry_CanSellSoda.eng.mtf;Harry_TryFindLodge.eng.mtf,"I don't really remember, I didn't care much for news and politics back then | I'll get back to work now | Yeah but she'll be back soon, don't you think?"
En,sv,31,Elsa_AfterStalking.eng.mtf;Felix_AfterGhostVisit.eng.mtf;Felix_AfterPyjamas.eng.mtf;Felix_CasinoHeist.eng.mtf;Fib_AfterStalking.eng.mtf;Fib_Arrival.eng.mtf;Frank_AfterGhostVisit.eng.mtf;Frank_CasinoHeist.eng.mtf;GetToKnowDorian.eng.mtf;GetToKnowFib.eng.mtf;GetToKnowHankSnippet.eng.mtf;Gunnar_FirstDay.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_AfterStalking.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_SecondLecture.eng.mtf;Harry_TryFindLodge.eng.mtf,En sekund! | En sak till | En sekund...
little,en,31,Elsa_Arrival.eng.mtf;Emma_Arrival.eng.mtf;Felix_AfterStalking.eng.mtf;Felix_DiscoBall.eng.mtf;Felix_PyjamasParty.eng.mtf;Felix_TryFindLodge.eng.mtf;Fib_AfterStalking.eng.mtf;Fib_Arrival.eng.mtf;Frank_AfterGhostVisit.eng.mtf;Frank_CasinoHeist.eng.mtf;Frank_FactoryMission.eng.mtf;George_GamblingTonight.eng.mtf;GetInvitedToBarYvonne.eng.mtf;GetInvitedToYouShouldTryToo.eng.mtf;GetToKnowFib.eng.mtf;Gunnar_CanSellSoda.eng.mtf;Gunnar_LookForModifier.eng.mtf;Hank_AfterGhostVisit.eng.mtf;Hank_CanSellSoda.eng.mtf;Hank_FirstLecture.eng.mtf;Hank_SecondLecture.eng.mtf,"Uuuh... hold on, I'm a little busy right now | No, feels a little overkill for a hamster, right? | So that's kinda what our little organization here is all about"
